X1,X2,Y
1.6991341227099912,5.477830046110249,0.0
3.2928600906023577,7.05622738454494,0.0
2.605544961877771,6.0009715593135855,0.0
4.0578040193525355,6.038463249380785,0.0
3.9146940748348937,6.970571130909574,0.0
3.6168023532686786,4.065198586423705,0.0
4.136372137111141,3.9168587857335853,0.0
-0.03953490727520803,5.218851772340419,0.0
3.251649581239237,5.540069849234842,0.0
4.21717701621623,6.524976246448693,0.0
3.5095677376236183,6.484243167731246,0.0
1.9391477585901398,5.668768763310493,0.0
3.813971280931638,4.31840875483859,0.0
2.001906535316489,4.356544111481862,0.0
2.444270289433306,6.192885866365414,0.0
3.6187589380049516,6.220621620530638,0.0
3.037684187877748,5.258361099273001,0.0
1.6345903582964274,8.296380946624922,0.0
0.7388075147389981,4.840929018567514,0.0
1.976491232608898,4.520287262099215,0.0
1.750793750302335,4.719652606862551,0.0
2.894631463469378,4.172109260680875,0.0
2.4358249447955314,6.702582446254938,0.0
2.7656354317662037,6.412643449563851,0.0
2.427558115726776,7.933922458416029,0.0
3.0457559748023346,6.219020233753826,0.0
2.1179483192251736,4.809385201822651,0.0
3.0426693771095086,6.039777547389514,0.0
1.8666470025714244,5.9034583689496944,0.0
2.782904512554411,4.876248399645471,0.0
1.9958425429558144,4.22128173291705,0.0
4.393580332911285,7.55034198036122,0.0
2.5034171924022335,5.191454784571358,0.0
4.705946850735792,6.597972167638757,0.0
3.9485994054286975,5.25805258611806,0.0
4.078381981169702,7.595873416007737,0.0
3.1816933488286243,4.415574092883264,0.0
2.864889124177751,4.7404747140621835,0.0
3.0884639306442723,6.603766655988329,0.0
4.030359164094887,7.823140049150358,0.0
2.694624846560803,5.603613287106682,0.0
0.9513823748107892,3.0002543317478794,0.0
0.5419428777377142,6.418445915437861,0.0
2.7761520646154465,6.001940766118276,0.0
2.4453456468303134,4.230954124438871,0.0
5.1254243216054345,6.817684599985241,0.0
6.00339137047262,5.282462734618106,0.0
3.696004404997438,7.125676283705498,0.0
2.537434595541723,4.602141667799465,0.0
2.5777531563650777,5.644424663721673,0.0
3.431554521470854,6.731899401989386,0.0
3.217336477201001,6.130510189459352,0.0
3.0671639211168924,6.1985685878702315,0.0
3.484591494579706,7.950155452214421,0.0
4.883517946330831,4.769920960166774,0.0
3.6246141290437457,6.535884466648428,0.0
1.1275950189192756,6.094269283392623,0.0
1.7282988735962852,5.500058360943635,0.0
3.794126689366323,6.5682809725789815,0.0
1.7985555383899041,6.682906968678257,0.0
4.223933782843055,6.826315537682873,0.0
3.374962027043609,4.656418458934725,0.0
0.7386473684985098,6.81217907349257,0.0
4.808888605493818,8.11025322288191,0.0
4.431023544230956,7.750837815170906,0.0
1.0677229900593712,7.042230086000216,0.0
2.5122978106850797,7.638004035093808,0.0
1.422167530076249,9.696570736226258,0.0
2.6582596750926415,5.641519761405168,0.0
1.9765428843023205,4.7643357907985875,0.0
3.1020224735586925,5.1749422902551405,0.0
5.053551508558064,6.887768738797418,0.0
3.7861057091155637,6.19058281152324,0.0
2.6509080624422827,3.986890785693356,0.0
3.94478485297582,4.287349349128594,0.0
2.3867814576997546,7.753083912197253,0.0
1.514989875124315,8.040820046290033,0.0
0.10566717145240556,5.014364507128531,0.0
2.287127472141306,4.323706178650181,0.0
4.376779103147264,4.449630398765844,0.0
3.796854694190713,6.055222940701686,0.0
3.5825666183798766,7.751030423399569,0.0
4.326696748579256,5.927321222551989,0.0
3.9409083465109074,4.954012333213267,0.0
1.9808482091109572,7.0802991983032335,0.0
