X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
-0.650466880642181,-0.1589176604325388,-0.0032214523546903297,0.002731376504974712,-0.23391133385683766,0.10651967593514784,0.0020173520037605145,0.0034498574164120352,-0.13905691892211036,-0.14667401568319313,-0.0026130037712313913,0.0024427071593761344,-0.019812279840127407,0.0
-0.6455949274428565,0.14415677975326424,0.002914423820968334,-0.009998023732559758,0.23093740882915917,0.11604118662467171,0.002266653655259309,0.007037235140942949,-0.14262079457455007,0.15091995221274832,0.005293853460206526,-0.005371935448029823,0.020527856772237934,0.0
-0.6271322255141109,-0.1446708870487459,-0.009069853553329623,0.019298970168507297,-0.23348743656222146,0.1235138938388318,-0.0017182236442680123,0.01355976587831401,-0.16075110539243676,-0.1496258800730194,-0.011262998637282298,0.012205004675081184,-0.050873817652104185,0.0
-0.6489596662310616,0.15568323923313393,-0.001195942161606485,0.0052278073895455765,0.2329348117920263,0.10962603411597967,6.019293233374543e-05,-0.002936808250679237,-0.13886093644734965,0.14824383687734483,0.000678108605847354,0.001816873490639262,0.02144269854736162,0.0
-0.6506614634083379,-0.15687924869889278,-0.002772541295842253,-0.00386522682362984,-0.23010330976982482,0.11127863541096059,0.0033872183645635807,-0.0013262255973907461,-0.1409146860724402,-0.14935298465499058,-0.002171360027703689,-0.001268679093287642,-0.019826262609095063,0.0
-0.6528268506831146,0.1556215233092263,0.0025431334747067435,-0.0007091387573586392,0.23205840106495992,0.1076132507729965,0.003026825970718841,0.0015740403948424013,-0.13855112335190933,0.1494519354255897,0.005048848621577693,-0.002132510180438072,0.018752318707990323,0.0
-0.6278891702023548,-0.14580102619730245,-0.010878951184797682,-0.005980480344907138,-0.22826890210513145,0.11760899150137744,0.006154106823992082,-0.0024540697255877484,-0.14393842639449575,-0.14518236686803987,0.0006702043163644159,0.0026075726589377206,-0.03017857602183727,0.0
-0.6533335203412559,0.15652578819751634,0.0019936682237728346,-0.0005467733641809099,0.23035749656285007,0.10900123859887104,0.002663783379403829,0.0008415080435321257,-0.13864804365346908,0.14947262300268996,0.0029053980380157524,-0.00170487369078672,0.018123112178012997,0.0
-0.6865147707492272,-0.14922234823430017,0.0017082639579683748,-0.0032626525080052572,-0.2299786343059413,0.09960704510365827,0.0003149138496201554,-0.0006962561940022435,-0.1470887940332164,-0.14939609534827014,-0.0002947685644422911,-0.0010828090827610108,-0.004831877871414744,0.0
-0.6512429665446999,-0.15801722110545818,0.004150276885461933,-0.006093275969596172,-0.2307036756637689,0.11095368322393846,0.000719424365011669,-0.0014819168809593196,-0.14008857558890783,-0.15052706257816748,-2.8811980369842503e-05,-0.003324475667110706,-0.02069645013437146,0.0
